연번,쉘터 ID,정류소ID,법정동명,도로명 주소,지번 주소,온열체어 유무,에어커튼 유무,조명등 유무,공공와이파이 유무,비상벨 유무
402,20220402,357001066,신녕면,,경상북도 영천시 신녕면 치산리 1185-2,N,N,N,N,N
403,20220403,357001061,신녕면,경상북도 영천시 신녕면 치산관광길 184,경상북도 영천시 신녕면 치산리 1209-1,N,N,Y,N,N
404,20220404,357001065,신녕면,경상북도 영천시 신녕면 치산관광길 183,,N,N,N,N,N
405,20220405,357001062,신녕면,,경상북도 영천시 신녕면 치산리 2000,N,N,N,N,N
406,20220406,357001064,신녕면,경상북도 영천시 신녕면 치산관광길 207,경상북도 영천시 신녕면 치산리 1304,N,N,N,N,N
407,20220407,357001063,신녕면,경상북도 영천시 신녕면 치산관광길 257,경상북도 영천시 신녕면 치산리 1323,N,N,N,N,N
408,20220408,357001056,신녕면,,경상북도 영천시 신녕면 부산리 936,N,N,N,N,N
409,20220409,357001057,신녕면,경상북도 영천시 신녕면 치산효령로 594,경상북도 영천시 신녕면 부산리 933-4,N,N,N,N,N
410,20220410,357001068,신녕면,경상북도 영천시 신녕면 치산관광길 3-6,,N,N,N,N,N
411,20220411,357001054,신녕면,,경상북도 영천시 신녕면 부산리 668-5,N,N,N,N,N
412,20220412,357001055,신녕면,경상북도 영천시 신녕면 도근리길 5,경상북도 영천시 신녕면 부산리 715-4,N,N,Y,N,N
413,20220413,357001038,신녕면,,경상북도 영천시 신녕면 화서리 1017,N,N,N,N,N
414,20220414,357001037,신녕면,경상북도 영천시 신녕면 도근리안길 2,,N,N,N,N,N
415,20220415,357001076,신녕면,경상북도 영천시 신녕면 장수로 1669,,N,N,N,N,N
416,20220416,357000047,문외동,경상북도 영천시 중앙동1길 69,경상북도 영천시 문외동 259-1,Y,Y,Y,N,N
417,20220417,357000048,문외동,경상북도 영천시 중앙동1길 68,경상북도 영천시 문외동 131-2,Y,Y,Y,N,N
418,20220418,357000032,문외동,경상북도 영천시 충효로 43,경상북도 영천시 문외동 145-4,Y,Y,Y,N,N
419,20220419,357000052,문외동,경상북도 영천시 충효로 44,경상북도 영천시 문외동 145-4,Y,Y,Y,N,N
420,20220420,357000053,문외동,경상북도 영천시 충효로 72,경상북도 영천시 문외동 50-8,N,N,N,N,N
421,20220421,357001539,문외동,경상북도 영천시 시청로 24,경상북도 영천시 문외동 50-11,N,N,N,N,N
422,20220422,357000009,문외동,경상북도 영천시 호국로 10,경상북도 영천시 문외동 41-2,Y,Y,Y,N,Y
423,20220423,357000010,야사동,경상북도 영천시 호국로 30,경상북도 영천시 야사동 290-13,N,N,N,Y,N
424,20220424,357000011,야사동,경상북도 영천시 호국로 56,경상북도 영천시 야사동 178-5,N,N,N,N,N
425,20220425,357000012,야사동,경상북도 영천시 호국로 76,경상북도 영천시 야사동 183-2,Y,Y,Y,Y,N
426,20220426,357000013,야사동,경상북도 영천시 동부로 35,경상북도 영천시 망정동 128,N,N,N,Y,N
427,20220427,357000014,야사동,경상북도 영천시 동부로 11,경상북도 영천시 망정동 119,Y,Y,Y,N,N
428,20220428,357001726,조교동,경상북도 영천시 장천길 33,경상북도 영천시 조교동 745-2,N,N,N,N,N
429,20220429,357000061,망정동,경상북도 영천시 동부로 18,경상북도 영천시 망정동 119,Y,Y,Y,N,N
430,20220430,357000062,망정동,경상북도 영천시 동부로 42,경상북도 영천시 망정동 128,Y,Y,Y,Y,N
431,20220431,357001478,야사동,경상북도 영천시 호국로 65,경상북도 영천시 야사동 175-1,Y,Y,Y,N,N
432,20220432,357001479,야사동,경상북도 영천시 호국로 35,경상북도 영천시 야사동 294-25,Y,Y,Y,Y,N
433,20220433,357000039,문외동,경상북도 영천시 호국로 13,경상북도 영천시 문외동 40-36,Y,Y,Y,N,Y
434,20220434,357001540,문외동,경상북도 영천시 시청로 23,경상북도 영천시 문외동 25,N,N,N,N,N
435,20220435,357000054,문외동,경상북도 영천시 충효로 106,경상북도 영천시 문외동 50-8,Y,Y,Y,N,N
436,20220436,357000055,야사동,경상북도 영천시 충효로 122,경상북도 영천시 야사동 334-1,N,N,N,N,N
437,20220437,357000056,야사동,경상북도 영천시 충효로 150,경상북도 영천시 야사동 120-1,Y,Y,Y,Y,N
438,20220438,357000057,야사동,경상북도 영천시 충효로 168,경상북도 영천시 야사동 393-7,N,N,N,N,N
439,20220439,357000058,야사동,,경상북도 영천시 야사동 130-7,N,N,N,N,N
440,20220440,357000026,망정동,경상북도 영천시 동부로 60,경상북도 영천시 망정동 169-6,N,N,N,N,N
441,20220441,357000027,야사동,경상북도 영천시 충효로 167,경상북도 영천시 야사동 115-9,Y,Y,Y,N,N
442,20220442,357000028,야사동,경상북도 영천시 충효로 147,경상북도 영천시 야사동 120,Y,Y,Y,N,N
443,20220443,357000029,야사동,경상북도 영천시 충효로 123,경상북도 영천시 야사동 167-5,N,N,N,N,N
444,20220444,357000030,문외동,경상북도 영천시 충효로 91,경상북도 영천시 문외동 49,Y,Y,Y,Y,N
445,20220445,357000031,문외동,경상북도 영천시 충효로 69,경상북도 영천시 문외동 5-43,N,N,N,Y,N
446,20220446,357000040,문외동,경상북도 영천시 최무선로 357,경상북도 영천시 문외동 56-8,Y,Y,Y,Y,Y
447,20220447,357000086,문외동,경상북도 영천시 최무선로 354,경상북도 영천시 문외동 318,Y,Y,Y,N,N
448,20220448,357000085,창구동,경상북도 영천시 최무선로 304,경상북도 영천시 창구동 34-5,Y,N,Y,N,N
449,20220449,357000041,문내동,경상북도 영천시 최무선로 307,경상북도 영천시 문내동 152-25,Y,Y,Y,N,N
450,20220450,357000036,성내동,경상북도 영천시 최무선로 265,경상북도 영천시 성내동 51-3,Y,N,Y,N,N
451,20220451,357000037,성내동,경상북도 영천시 최무선로 233,경상북도 영천시 성내동 148-21,Y,Y,Y,N,N
452,20220452,357000080,교촌동,경상북도 영천시 운동장로 12,경상북도 영천시 교촌동 262-4,N,N,N,N,N
453,20220453,357000081,교촌동,경상북도 영천시 운동장로 55,경상북도 영천시 교촌동 347-1,N,N,N,N,N
454,20220454,357010679,교촌동,,경상북도 영천시 교촌동 262-4,N,N,N,N,N
455,20220455,357000973,화룡동,경상북도 영천시 장수로 32,경상북도 영천시 화룡동 260-2,Y,Y,Y,Y,N
456,20220456,357001264,화룡동,경상북도 영천시 장수로 27,경상북도 영천시 화룡동 209-3,N,N,N,N,N
457,20220457,357000101,화룡동,경상북도 영천시 최무선로 191,경상북도 영천시 화룡동 216-26,Y,Y,Y,Y,N
458,20220458,357000127,성내동,경상북도 영천시 최무선로 184,경상북도 영천시 성내동 269,Y,Y,Y,Y,N
459,20220459,357000038,성내동,경상북도 영천시 강변로 10,경상북도 영천시 성내동 191-7,Y,Y,Y,Y,N
460,20220460,357000079,성내동,경상북도 영천시 강변로 11,경상북도 영천시 성내동 193-10,Y,Y,Y,N,N
461,20220461,357000082,성내동,경상북도 영천시 최무선로 224,경상북도 영천시 성내동 174-3,Y,N,Y,Y,N
462,20220462,357000083,성내동,,경상북도 영천시 성내동 58-2(최무선로252-1),Y,N,N,N,N
463,20220463,357000084,과전동,경상북도 영천시 최무선로 278,경상북도 영천시 과전동 141,Y,N,Y,N,N
464,20220464,357000042,창구동,경상북도 영천시 천문로 336,경상북도 영천시 창구동 90-12,Y,Y,Y,Y,N
465,20220465,357000035,창구동,경상북도 영천시 천문로 339,경상북도 영천시 창구동 90-15,Y,N,Y,Y,N
466,20220466,357000034,창구동,경상북도 영천시 천문로 353,경상북도 영천시 창구동 130-3,N,N,N,N,N
467,20220467,357000043,창구동,경상북도 영천시 천문로 358,경상북도 영천시 창구동 130-3,N,N,N,N,N
468,20220468,357000051,문내동,경상북도 영천시 충효로 14,경상북도 영천시 문내동 209-11,Y,Y,Y,Y,N
469,20220469,357000033,문내동,경상북도 영천시 충효로 13,경상북도 영천시 문내동 209-11,Y,Y,Y,Y,N
470,20220470,357000044,문내동,,경상북도 영천시 문내동 292,N,N,N,N,N
471,20220471,357000050,창구동,,경상북도 영천시 창구동 164-4,N,N,N,N,N
472,20220472,357000045,창구동,경상북도 영천시 천문로 406,경상북도 영천시 창구동 207-33,Y,N,Y,Y,N
473,20220473,357000046,문내동,경상북도 영천시 중앙동1길117,경상북도 영천시 문내동 5-2,Y,Y,N,N,N
474,20220474,357000049,문내동,경상북도 영천시 중앙동1길118,경상북도 영천시 문내동 230,Y,Y,Y,N,N
475,20220475,357001117,신녕면,경상북도 영천시 신녕면 장수로 1465,경상북도 영천시 신녕면 완전리 65-63,N,N,N,N,N
476,20220476,357001235,신녕면,경상북도 영천시 신녕면 장수로 1409-6,,N,N,N,N,N
477,20220477,357001119,신녕면,경상북도 영천시 신녕면 장수로 1317,,N,N,Y,N,N
478,20220478,357001120,청통면,경상북도 영천시 청통면 장수로 1261,경상북도 영천시 청통면 용천리 547-2,N,N,Y,N,N
479,20220479,357001121,화산면,경상북도 영천시 화산면 장수로 1185,경상북도 영천시 화산면 덕암리 570,Y,N,Y,N,N
480,20220480,357000995,화산면,,경상북도 영천시 화산면 덕암리 501-3,N,N,N,N,N
481,20220481,357000915,화산면,경상북도 영천시 화산면 덕암길 116,경상북도 영천시 화산면 덕암리 548-9,N,N,Y,N,N
482,20220482,357000913,화산면,경상북도 영천시 화산면 덕암길 113,경상북도 영천시 화산면 덕암리 548-8,N,N,Y,N,N
483,20220483,357000916,화산면,경상북도 영천시 화산면 덕암길 150,경상북도 영천시 화산면 덕암리 276,N,N,N,N,N
484,20220484,357000912,화산면,경상북도 영천시 화산면 덕임길 149,경상북도 영천시 화산면 덕암리 276-1,N,N,N,N,N
485,20220485,357000917,화산면,경상북도 영천시 화산면 덕암길 214,경상북도 영천시 화산면 효정리 1327-25,N,N,N,N,N
486,20220486,357000911,화산면,,경상북도 영천시 화산면 효정리 767-6,N,N,N,N,N
487,20220487,357000918,화산면,,경상북도 영천시 화산면 효정리 1327-1,N,N,N,N,N
488,20220488,357000910,화산면,경상북도 영천시 화산면 신화로 559,경상북도 영천시 화산면 효정리 1294,N,N,N,N,N
489,20220489,357000919,화산면,경상북도 영천시 화산면 신화로 614,경상북도 영천시 화산면 효정리 1295,N,N,N,N,N
490,20220490,357000909,화산면,,경상북도 영천시 화산면 효정리 1295,N,N,N,N,N
491,20220491,357000920,화산면,경상북도 영천시 화산면 신화로 648,경상북도 영천시 화산면 당지리 212-2,N,N,N,N,N
492,20220492,357000908,화산면,경상북도 영천시 화산면 신화로 647,경상북도 영천시 화산면 당지리 215-7,N,N,N,N,N
493,20220493,357000921,화산면,,경상북도 영천시 화산면 당지리 337-2,N,N,N,N,N
494,20220494,357000923,화산면,경상북도 영천시 화산면 섭재골길 34,경상북도 영천시 화산면 당지리 337-2,N,N,N,N,N
495,20220495,357000922,화산면,경상북도 영천시 화산면 섭재골길 213,,N,N,N,N,N
496,20220496,357000924,화산면,경상북도 영천시 화산면 신화로 726,경상북도 영천시 화산면 화산리 1457-1,N,N,N,N,N
497,20220497,357000907,화산면,경상북도 영천시 화산면 신화로 723,경상북도 영천시 화산면 화산리 1792,N,N,N,N,N
498,20220498,357001596,화산면,,경상북도 영천시 화산면 화산리 산 96-1,N,N,N,N,N
499,20220499,357000925,화산면,,경상북도 영천시 화산면 화산리 642-6,N,N,N,N,N
500,20220500,357000905,화산면,,경상북도 영천시 화산면 화산리 770-2,N,N,N,N,N
501,20220501,357000906,화산면,경상북도 영천시 화산면 효지길 215,,N,N,N,N,N
502,20220502,357000901,화산면,,경상북도 영천시 화산면 화산리 643-5,N,N,N,N,N
503,20220503,357000902,화산면,,경상북도 영천시 화산면 화산리 1730,N,N,N,N,N
504,20220504,357000904,화산면,,경상북도 영천시 화산면 화산리 750-1,N,N,N,N,N
505,20220505,357000903,화산면,경상북도 영천시 화산면 화촌길 65,경상북도 영천시 화산면 화산리 1092-2,N,N,N,N,N
506,20220506,357000926,화산면,경상북도 영천시 화산면 효지길 199,,N,N,N,N,N
507,20220507,357001687,화산면,,경상북도 영천시 화산면 화산리 648-8,N,N,N,N,N
508,20220508,357000927,화산면,경상북도 영천시 화산면 효지길 99,,N,N,N,N,N
509,20220509,357000899,화산면,,경상북도 영천시 화산면 화산리 179,N,N,N,N,N
510,20220510,357000898,화산면,경상북도 영천시 화산면 가래실로 507,,N,N,N,N,N
511,20220511,357000962,화산면,,경상북도 영천시 화산면 가상리 905,N,N,N,N,N
512,20220512,357001639,화남면,,경상북도 영천시 화남면 귀호2길 115-3,N,N,N,N,N
513,20220513,357001638,화남면,,경상북도 영천시 화남면 귀호리 202,N,N,N,N,N
514,20220514,357000963,화남면,,경상북도 영천시 화남면 귀호리 286,N,N,N,N,N
515,20220515,357000897,화산면,경상북도 영천시 화산면 귀호2길 72,경상북도 영천시 화남면 귀호리 285-3,N,N,N,N,N
516,20220516,357000964,화산면,경상북도 영천시 화산면 귀호2길 17,,N,N,N,N,N
517,20220517,357000896,화남면,,경상북도 영천시 화남면 귀호리 523,N,N,N,N,N
518,20220518,357001632,화남면,,경상북도 영천시 화남면 귀호리 1178,N,N,N,N,N
519,20220519,357001633,화남면,,경상북도 영천시 화남면 귀호리 506-1,N,N,N,N,N
520,20220520,357001634,화남면,,경상북도 영천시 화남면 귀호리 1178,N,N,N,N,N
521,20220521,357001635,화남면,,경상북도 영천시 화남면 귀호리 629-2,N,N,N,N,N
522,20220522,357001636,화남면,,경상북도 영천시 화남면 귀호리 723-1,N,N,N,N,N
523,20220523,357001637,화남면,,경상북도 영천시 화남면 귀호리 1196,N,N,N,N,N
524,20220524,357000895,화산면,경상북도 영천시 화산면 귀호1길 123,경상북도 영천시 화남면 귀호리 683-1,N,N,N,N,N
525,20220525,357000928,화산면,,경상북도 영천시 화산면 가상리 1085-3,N,N,N,N,N
526,20220526,357000929,화산면,경상북도 영천시 화산면 가래실로 481,경상북도 영천시 화산면 가상리 918,N,N,N,N,N
527,20220527,357000961,화산면,경상북도 영천시 화산면 가래실로 480,경상북도 영천시 화산면 가상리 1154,N,N,N,N,N
528,20220528,357000930,화산면,,경상북도 영천시 화산면 가상리 725-1,N,N,N,N,N
529,20220529,357000960,화산면,,경상북도 영천시 화산면 가상리 729-3,N,N,N,N,N
530,20220530,357000931,화산면,경상북도 영천시 화산면 가래실로 375,경상북도 영천시 화산면 가상리 641,N,N,N,N,N
531,20220531,357000959,화산면,경상북도 영천시 화산면 가래실로 376,경상북도 영천시 화산면 가상리 630-1,N,N,N,N,N
532,20220532,357001585,화산면,,경상북도 영천시 화산면 가상리 288-1,N,N,N,N,N
533,20220533,357001584,화산면,경상북도 영천시 화산면 가래실로 348,경상북도 영천시 화산면 가상리 335,N,N,Y,N,N
534,20220534,357000932,화산면,경상북도 영천시 화산면 가래실로 295,경상북도 영천시 화산면 가상리 384-1,N,N,N,N,N
535,20220535,357000958,화산면,,경상북도 영천시 화산면 가상리 443-3,N,N,N,N,N
536,20220536,357000933,화산면,경상북도 영천시 화산면 가래실로 167,,N,N,N,N,N
537,20220537,357000957,화산면,경상북도 영천시 화산면 가래실로 172,,N,N,N,N,N
538,20220538,357001582,화산면,경상북도 영천시 화산면 납이길 215,경상북도 영천시 화산면 암기리 579,N,N,N,N,N
539,20220539,357000936,화산면,,경상북도 영천시 화산면 암기리 538-3,N,N,N,N,N
540,20220540,357000939,화산면,경상북도 영천시 화산면 대암길 52,경상북도 영천시 화산면 암기리 409,N,N,N,N,N
541,20220541,357000956,화산면,,경상북도 영천시 화산면 암기리 397-1,N,N,N,N,N
542,20220542,357000940,화산면,경상북도 영천시 화산면 대기길 4,,N,N,N,N,N
543,20220543,357000955,화산면,경상북도 영천시 화산면 대기길 1,,N,N,N,N,N
544,20220544,357000941,화산면,경상북도 영천시 화산면 대기길 36,,N,N,N,N,N
545,20220545,357000954,화산면,,경상북도 영천시 화산면 대기리 338-3,N,N,N,N,N
546,20220546,357001593,화산면,,경상북도 영천시 화산면 암기리 873,N,N,N,N,N
547,20220547,357000937,화산면,,경상북도 영천시 화산면 암기리 991,N,N,Y,N,N
548,20220548,357001130,화산면,경상북도 영천시 화산면 장수로 769,경상북도 영천시 화산면 당곡리 1-2,N,N,N,N,N
549,20220549,357000986,화산면,경상북도 영천시 화산면 장수로 770,경상북도 영천시 화산면 당곡리 41-6,N,N,Y,N,N
550,20220550,357001131,화산면,경상북도 영천시 화산면 장수로 663,경상북도 영천시 화산면 삼부리 270-1,N,N,N,N,N
551,20220551,357000985,화산면,경상북도 영천시 화산면 장수로 664,경상북도 영천시 화산면 삼부리 270-1,N,N,Y,N,N
552,20220552,357001132,화산면,경상북도 영천시 화산면 장수로 637,경상북도 영천시 화산면 삼부리 212-2,N,N,N,N,N
553,20220553,357000984,화산면,경상북도 영천시 화산면 장수로 640,경상북도 영천시 화산면 삼부리 212-2,N,N,Y,N,N
554,20220554,357001133,화산면,경상북도 영천시 화산면 장수로 575,경상북도 영천시 화산면 삼부리 161-2,N,N,N,N,N
555,20220555,357000983,화산면,경상북도 영천시 화산면 장수로 572,경상북도 영천시 화산면 삼부리 164-4,N,N,N,N,N
556,20220556,357001581,청통면,,경상북도 영천시 청통면 호당리 1124-7,N,N,N,N,N
557,20220557,357000982,청통면,경상북도 영천시 청통면 장수로 566,경상북도 영천시 청통면 호당리 1124-7,N,N,N,N,N
558,20220558,357001134,청통면,경상북도 영천시 청통면 청통로 52,경상북도 영천시 청통면 우천리 114-3,N,N,N,N,N
559,20220559,357001245,청통면,경상북도 영천시 청통면 청통로 51,경상북도 영천시 청통면 우천리 105-3,N,N,N,N,N
560,20220560,357001135,청통면,경상북도 영천시 청통면 청통로 126,경상북도 영천시 청통면 우천리 234-8,N,N,N,N,N
561,20220561,357001244,청통면,경상북도 영천시 청통면 청통로 125,경상북도 영천시 청통면 우천리 196-3,N,N,N,N,N
562,20220562,357001136,청통면,,경상북도 영천시 청통면 우천리 339-3,N,N,N,N,N
563,20220563,357001243,청통면,경상북도 영천시 청통면 청통로 173,경상북도 영천시 청통면 우천리 339-3,N,N,N,N,N
564,20220564,357001137,청통면,,경상북도 영천시 청통면 우천리 718-5,N,N,N,N,N
565,20220565,357001242,청통면,경상북도 영천시 청통면 청통로 241,경상북도 영천시 청통면 우천리 718-2,N,N,Y,N,N
566,20220566,357000996,청통면,경상북도 영천시 청통면 장수로 1264,경상북도 영천시 화산면 대안리 1408-2,N,N,Y,N,N
567,20220567,357000997,화산면,경상북도 영천시 화산면 장수로 1320,,N,N,N,N,N
568,20220568,357000998,화산면,경상북도 영천시 화산면 장수로 1392,경상북도 영천시 화산면 대안리 1170-2,N,N,N,N,N
569,20220569,357001688,신녕면,경상북도 영천시 신녕면 장수로 1468,경상북도 영천시 신녕면 완전리 65-63,N,N,N,N,N
570,20220570,357001488,신녕면,,경상북도 영천시 신녕면 치산리 698-1,N,N,N,N,N
571,20220571,357001502,신녕면,경상북도 영천시 신녕면 치산효령로 703,경상북도 영천시 신녕면 치산리 698-1,N,N,N,N,N
572,20220572,357001099,청통면,,경상북도 영천시 청통면 신원리 416,N,N,N,N,N
573,20220573,357001592,화산면,,경상북도 영천시 화산면 암기리 873,N,N,N,N,N
574,20220574,357000938,화산면,,경상북도 영천시 화산면 암기리 1002,N,N,N,N,N
575,20220575,357000090,금노동,경상북도 영천시 천문로 169,경상북도 영천시 금노동 399-6,N,N,N,N,N
576,20220576,357000091,남부동,경상북도 영천시 천문로 109,경상북도 영천시 도동 235-7,Y,Y,Y,N,N
577,20220577,357000092,도동,,경상북도 영천시 도동 560-2,N,N,N,N,N
578,20220578,357001483,남부동,경상북도 영천시 한방로 18,경상북도 영천시 도동 227-1,N,N,N,N,N
579,20220579,357001285,남부동,경상북도 영천시 한방로 44,경상북도 영천시 도동 164-2,N,N,N,N,N
580,20220580,357001484,남부동,경상북도 영천시 한방로 88,경상북도 영천시 작산동 345-9,N,N,N,N,N
581,20220581,357001286,도남동,경상북도 영천시 칠백로 841,경상북도 영천시 도남동 543-1,N,N,N,N,N
582,20220582,357001287,도남동,경상북도 영천시 칠백로 745,경상북도 영천시 도남동 703-7,N,N,N,N,N
583,20220583,357001308,도남동,,경상북도 영천시 도남동 704-111,N,N,N,N,N
584,20220584,357001309,도남동,경상북도 영천시 칠백로 844,경상북도 영천시 도남동 294-1,N,N,Y,N,N
585,20220585,357001310,작산동,경상북도 영천시 작산동 ,경상북도 영천시 작산동 274,N,N,N,N,N
586,20220586,357001311,봉동,경상북도 영천시 영천아이시로 38,경상북도 영천시 봉동 258-3,N,N,N,N,N
587,20220587,357001312,봉동,경상북도 영천시 영천아이시로 70,경상북도 영천시 봉동 566-1,Y,N,N,N,N
588,20220588,357001313,봉동,경상북도 영천시 영천아이시로 114,경상북도 영천시 본촌동 695-1,N,N,N,N,N
589,20220589,357001316,본촌동,,경상북도 영천시 본촌동 766-68,N,N,N,N,N
590,20220590,357001314,본촌동,,경상북도 영천시 본촌동 623-2,N,N,N,N,N
591,20220591,357001329,본촌동,,경상북도 영천시 본촌동 625-3,N,N,N,N,N
592,20220592,357001330,본촌동,,경상북도 영천시 본촌동 740-2,N,N,N,N,N
593,20220593,357001331,본촌동,경상북도 영천시 영천아이시로 115,경상북도 영천시 본촌동 695-1,N,N,N,N,N
594,20220594,357001332,봉동,경상북도 영천시 영천아이시로 65,경상북도 영천시 봉동 566-1,Y,N,Y,Y,N
595,20220595,357001333,봉동,경상북도 영천시 영천아이시로 35,경상북도 영천시 봉동 270-1,N,N,N,N,N
596,20220596,357001334,본촌동,경상북도 영천시 한방로 158,,N,N,N,N,N
597,20220597,357001336,작산동,경상북도 영천시 작산동 한방로 198,경상북도 영천시 작산동 233-5,N,N,N,N,N
598,20220598,357001337,작산동,경상북도 영천시 한방로 232,경상북도 영천시 작산동 205-4,N,N,N,N,N
599,20220599,357001338,범어동,,경상북도 영천시 범어동 757-2,N,N,N,N,N
600,20220600,357001339,범어동,,경상북도 영천시 범어동 403-3,N,N,N,N,N
601,20220601,357001340,범어동,,경상북도 영천시 범어2길 3-3,N,N,N,N,N
602,20220602,357001341,작산동,경상북도 영천시 작산동 ,경상북도 영천시 작산동 59-2,N,N,N,N,N
603,20220603,357001467,작산동,경상북도 영천시 작산동 한방로 277,경상북도 영천시 작산동 26-3,N,N,N,N,N
604,20220604,357001468,작산동,경상북도 영천시 작산동 범어1길 5,경상북도 영천시 작산동 200-2,N,N,N,N,N
605,20220605,357001470,작산동,경상북도 영천시 작산동 한방로 189,,N,N,N,N,N
606,20220606,357001342,북안면,경상북도 영천시 북안면 대경로 2166-26,경상북도 영천시 북안면 유하리 673,N,N,N,N,N
607,20220607,357001343,북안면,,경상북도 영천시 북안면 유하리 141,N,N,N,N,N
608,20220608,357001345,북안면,,경상북도 영천시 북안면 유상리 631-3,N,N,N,N,N
609,20220609,357001346,북안면,경상북도 영천시 북안면 유상길 248,경상북도 영천시 북안면 유상리 1219,N,N,N,N,N
610,20220610,357001347,북안면,경상북도 영천시 북안면 유상길 294,경상북도 영천시 북안면 유상리 899-1,N,N,N,N,N
611,20220611,357001348,북안면,,경상북도 영천시 북안면 유상리 268,N,N,N,N,N
612,20220612,357001349,북안면,경상북도 영천시 북안면 유상길 373,경상북도 영천시 북안면 유상리 259-1,N,N,N,N,N
613,20220613,357001350,북안면,,경상북도 영천시 북안면 유상리 269-1,N,N,N,N,N
614,20220614,357001351,북안면,,경상북도 영천시 북안면 유상리 871,N,N,N,N,N
615,20220615,357001352,북안면,경상북도 영천시 북안면 유상길 249,경상북도 영천시 북안면 유상리 1219,N,N,N,N,N
616,20220616,357001353,북안면,,경상북도 영천시 북안면 유상리 628,N,N,N,N,N
617,20220617,357001355,북안면,,경상북도 영천시 북안면 유하리 141,N,N,N,N,N
618,20220618,357001357,북안면,경상북도 영천시 북안면 조암길 6,,N,N,Y,N,N
619,20220619,357001673,북안면,경상북도 영천시 북안면 조암길 44,경상북도 영천시 북안면 송포리 959-2,N,N,N,N,N
620,20220620,357001675,북안면,경상북도 영천시 북안면 송포길 71,경상북도 영천시 북안면 송포리 252-2,N,N,N,N,N
621,20220621,357001677,북안면,경상북도 영천시 북안면 송포길 25,경상북도 영천시 북안면 송포리 929-47,N,N,N,N,N
622,20220622,357001678,북안면,경상북도 영천시 북안면 송포길 24,,N,N,N,N,N
623,20220623,357001676,북안면,경상북도 영천시 북안면 송포길 68,경상북도 영천시 북안면 송포리 252-2,N,N,N,N,N
624,20220624,357001674,북안면,경상북도 영천시 북안면 조암길 45,경상북도 영천시 북안면 송포리 959-2,N,N,N,N,N
625,20220625,357001358,북안면,경상북도 영천시 북안면 대경로 2166-46,경상북도 영천시 북안면 유하리 673,N,N,N,N,N
626,20220626,357001359,북안면,경상북도 영천시 북안면 대경로 2298,경상북도 영천시 북안면 송포리 799,N,N,N,N,N
627,20220627,357001541,북안면,경상북도 영천시 북안면 대경로 2334-24,경상북도 영천시 북안면 반정리 891-9,N,N,N,N,N
628,20220628,357001464,북안면,경상북도 영천시 북안면 대경로 2334-110,경상북도 영천시 북안면 반정리 1138-5,N,N,Y,N,N
629,20220629,357001360,북안면,경상북도 영천시 북안면 운북로 2165,,N,N,N,N,N
630,20220630,357001443,북안면,,경상북도 영천시 북안면 반정리 162,N,N,N,N,N
631,20220631,357001444,북안면,경상북도 영천시 북안면 돌할매로 92-6,경상북도 영천시 북안면 내포리 306,N,N,N,N,N
632,20220632,357001445,북안면,,경상북도 영천시 북안면 반계리 371,N,N,N,N,N
633,20220633,357001457,북안면,경상북도 영천시 북안면 대원당길 100,경상북도 영천시 북안면 원당리 106,N,N,N,N,N
634,20220634,357001458,북안면,,경상북도 영천시 북안면 내포리 81,N,N,N,N,N
635,20220635,357001446,북안면,,경상북도 영천시 북안면 내포리 279-1,N,N,N,N,N
636,20220636,357001447,북안면,경상북도 영천시 북안면 돌할매로 214,경상북도 영천시 북안면 자포리 327-2,N,N,N,N,N
637,20220637,357001448,북안면,경상북도 영천시 북안면 돌할매로 240,경상북도 영천시 북안면 자포리 667,N,N,N,N,N
638,20220638,357001656,북안면,경상북도 영천시 북안면 돌할매로 284-2,,N,N,N,N,N
639,20220639,357001658,북안면,경상북도 영천시 북안면 돌할매로 454,경상북도 영천시 북안면 관리 483,N,N,N,N,N
640,20220640,357001449,북안면,경상북도 영천시 북안면 돌할매로 472,경상북도 영천시 북안면 관리 310-1,N,N,N,N,N
641,20220641,357001659,북안면,경상북도 영천시 북안면 돌할매로 447,,N,N,N,N,N
642,20220642,357001657,북안면,,경상북도 영천시 북안면 자포리 320,N,N,N,N,N
643,20220643,357001450,북안면,경상북도 영천시 북안면 돌할매로 241,경상북도 영천시 북안면 자포리 657,N,N,N,N,N
644,20220644,357001451,북안면,,경상북도 영천시 북안면 자포리 450,N,N,N,N,N
645,20220645,357001452,북안면,,경상북도 영천시 북안면 자포리 642-13,N,N,N,N,N
646,20220646,357001650,북안면,경상북도 영천시 북안면 돈암길 136,경상북도 영천시 북안면 자포리 619-1,N,N,N,N,N
647,20220647,357001652,북안면,경상북도 영천시 북안면 돈암길 208-6,경상북도 영천시 북안면 신촌리 603,N,N,N,N,N
648,20220648,357001654,북안면,,경상북도 영천시 북안면 신촌리 508,N,N,N,N,N
649,20220649,357001530,북안면,경상북도 영천시 북안면 돈암길 304,경상북도 영천시 북안면 신촌리 254,N,N,N,N,N
650,20220650,357001655,북안면,경상북도 영천시 북안면 돈암길 237-1,경상북도 영천시 북안면 신촌리 507-1,N,N,N,N,N
651,20220651,357001653,북안면,경상북도 영천시 북안면 돈암길 208-6,경상북도 영천시 북안면 신촌리 603,N,N,N,N,N
652,20220652,357001651,북안면,,경상북도 영천시 북안면 신촌리 산 1-2,N,N,N,N,N
653,20220653,357001531,북안면,,경상북도 영천시 북안면 자포리 608,N,N,N,N,N
