연번,쉘터 ID,정류소ID,법정동명,도로명 주소,지번 주소,온열체어 유무,에어커튼 유무,조명등 유무,공공와이파이 유무,비상벨 유무
1,20220001,357000115,금호읍,경상북도 영천시 금호읍 금호로 69-1,경상북도 영천시 금호읍 덕성리 114-5,Y,Y,Y,N,N
2,20220002,357000116,금호읍,경상북도 영천시 금호읍 금호로 106,경상북도 영천시 금호읍 교대리 166-7,Y,Y,Y,N,N
3,20220003,357000593,금호읍,경상북도 영천시 금호읍 금창로 4,경상북도 영천시 금호읍 교대리 160-17,Y,Y,Y,N,N
4,20220004,357000594,금호읍,경상북도 영천시 금호읍 금창로 52,경상북도 영천시 금호읍 덕성리 17-2,N,N,N,N,N
5,20220005,357000595,금호읍,경상북도 영천시 금호읍 금창로 80,경상북도 영천시 금호읍 덕성리 50-7,N,N,N,N,N
6,20220006,357000596,금호읍,경상북도 영천시 금호읍 금창로 142,경상북도 영천시 금호읍 삼호리 62-2,N,N,N,N,N
7,20220007,357000597,금호읍,,경상북도 영천시 금호읍 오계리 21-2,N,N,N,N,N
8,20220008,357000598,금호읍,,경상북도 영천시 금호읍 원기리 65-1,N,N,N,N,N
9,20220009,357000599,금호읍,,경상북도 영천시 금호읍 원기리 70-2,N,N,N,N,N
10,20220010,357001684,금호읍,경상북도 영천시 금호읍 금창로 294,,N,N,N,N,N
11,20220011,357000601,금호읍,경상북도 영천시 금호읍 금창로 346,경상북도 영천시 금호읍 오계리 402,N,N,N,N,N
12,20220012,357000602,금호읍,경상북도 영천시 금호읍 금창로 408,경상북도 영천시 금호읍 오계리 399-10,N,N,N,N,N
13,20220013,357000603,금호읍,경상북도 영천시 금호읍 금창로 442,경상북도 영천시 금호읍 오계리 882-5,N,N,N,N,N
14,20220014,357000604,대창면,경상북도 영천시 대창면 금창로 474,경상북도 영천시 대창면 병암리 606-4,N,N,N,N,N
15,20220015,357000605,대창면,경상북도 영천시 대창면 금창로 532,경상북도 영천시 대창면 대창리 1071,N,N,N,N,N
16,20220016,357000606,대창면,경상북도 영천시 대창면 금창로 600,경상북도 영천시 대창면 대창리 694-10,Y,N,N,N,N
17,20220017,357000607,대창면,경상북도 영천시 대창면 금창로 672,경상북도 영천시 대창면 대창리 743-3,Y,Y,N,N,N
18,20220018,357000608,대창면,경상북도 영천시 대창면 금창로 706-1,경상북도 영천시 대창면 대재리 862-40,N,N,N,N,N
19,20220019,357000609,대창면,경상북도 영천시 대창면 금창로 792,경상북도 영천시 대창면 조곡리 259-3,N,N,N,N,N
20,20220020,357000610,대창면,경상북도 영천시 대창면 금창로 804,경상북도 영천시 대창면 조곡리 1203,N,N,N,N,N
21,20220021,357000611,대창면,경상북도 영천시 대창면 금창로 848,경상북도 영천시 대창면 조곡리 454-2,N,N,N,N,N
22,20220022,357000612,대창면,,경상북도 영천시 대창면 조곡리 452-2,N,N,N,N,N
23,20220023,357000613,대창면,경상북도 영천시 대창면 금창로 1014,경상북도 영천시 대창면 오길리 877-3,N,N,N,N,N
24,20220024,357000637,대창면,,경상북도 영천시 대창면 오길리 570-2,N,N,N,N,N
25,20220025,357000638,대창면,,경상북도 영천시 대창면 오길리 732-2,N,N,N,N,N
26,20220026,357000639,대창면,경상북도 영천시 대창면 채신길 156,,N,N,N,N,N
27,20220027,357000640,대창면,경상북도 영천시 대창면 채신길 180,,N,N,N,N,N
28,20220028,357000641,대창면,경상북도 영천시 대창면 채신길 155,,N,N,N,N,N
29,20220029,357000642,대창면,,경상북도 영천시 대창면 오길리 728-3,N,N,N,N,N
30,20220030,357000643,대창면,,경상북도 영천시 대창면 오길리 575-1,N,N,N,N,N
31,20220031,357000614,대창면,경상북도 영천시 대창면 금창로 1094,경상북도 영천시 대창면 어방리 676,N,N,N,N,N
32,20220032,357000615,대창면,경상북도 영천시 대창면 금창로 1122,경상북도 영천시 대창면 어방리 147-2,N,N,N,N,N
33,20220033,357000616,대창면,경상북도 영천시 대창면 금창로 1192,경상북도 영천시 대창면 운천리 828-4,N,N,N,N,N
34,20220034,357000617,대창면,경상북도 영천시 대창면 금창로 1234,경상북도 영천시 대창면 운천리 596-3,N,N,N,N,N
35,20220035,357000618,대창면,경상북도 영천시 대창면 금창로 1274,경상북도 영천시 대창면 운천리 380-4,N,N,N,N,N
36,20220036,357000619,대창면,경상북도 영천시 대창면 금창로 1314,경상북도 영천시 대창면 운천리 1129,N,N,Y,N,N
37,20220037,357000620,대창면,,경상북도 영천시 대창면 직천리562,N,N,N,N,N
38,20220038,357001668,대창면,,경상북도 영천시 대창면 직천리 119-3,N,N,N,N,N
39,20220039,357001756,대창면,경상북도 영천시 대창면 하이브리드길 105,,N,N,N,N,N
40,20220040,357000627,대창면,경상북도 영천시 대창면 하이브리드길 105,,N,N,N,N,N
41,20220041,357001667,대창면,,경상북도 영천시 대창면 직천리 198-1,N,N,N,N,N
42,20220042,357000629,대창면,경상북도 영천시 대창면 금창로 1377,경상북도 영천시 대창면 직천리 542,N,N,N,N,N
43,20220043,357000630,대창면,경상북도 영천시 대창면 금창로 1315,경상북도 영천시 대창면 운천리 329-1,N,N,N,N,N
44,20220044,357000631,대창면,경상북도 영천시 대창면 금창로 1273,경상북도 영천시 대창면 운천리 483-3,N,N,N,N,N
45,20220045,357001487,대창면,,경상북도 영천시 대창면 용전리 146-1,N,N,N,N,N
46,20220046,357001757,대창면,,경상북도 영천시 대창면 용전리 142,N,N,N,N,N
47,20220047,357000632,대창면,경상북도 영천시 대창면 금창로 1233,경상북도 영천시 대창면 운천리 1127-8,N,N,N,N,N
48,20220048,357000633,대창면,경상북도 영천시 대창면 금창로 1187,경상북도 영천시 대창면 운천리 1144-5,N,N,N,N,N
49,20220049,357000634,대창면,,경상북도 영천시 대창면 어방리 147-6,N,N,N,N,N
50,20220050,357000635,대창면,경상북도 영천시 대창면 금창로 1097,경상북도 영천시 대창면 어방리 170-2,N,N,N,N,N
51,20220051,357000636,대창면,경상북도 영천시 대창면 금창로 1013,경상북도 영천시 대창면 오길리 877-3,N,N,Y,N,N
52,20220052,357000645,대창면,경상북도 영천시 대창면 금창로 933,,N,N,N,N,N
53,20220053,357000651,대창면,경상북도 영천시 대창면 금창로 843,경상북도 영천시 대창면 조곡리 453-2,N,N,N,N,N
54,20220054,357000652,대창면,경상북도 영천시 대창면 금창로 803,경상북도 영천시 대창면 조곡리 355-2,N,N,Y,N,N
55,20220055,357000653,대창면,경상북도 영천시 대창면 금창로 785,경상북도 영천시 대창면 조곡리 248-4,N,N,N,N,N
56,20220056,357000656,대창면,,경상북도 영천시 대창면 대재리 388,N,N,N,N,N
57,20220057,357000718,대창면,경상북도 영천시 대창면 금창로 669,경상북도 영천시 대창면 대창리 741-11,Y,N,Y,N,N
58,20220058,357000719,대창면,경상북도 영천시 대창면 금창로 603,경상북도 영천시 대창면 대창리 725-6,Y,N,Y,N,N
59,20220059,357000720,대창면,경상북도 영천시 대창면 금창로 533,경상북도 영천시 대창면 대창리 1071,N,N,N,N,N
60,20220060,357000721,대창면,경상북도 영천시 대창면 금창로 477,경상북도 영천시 대창면 병암리 606-4,N,N,N,N,N
61,20220061,357000722,금호읍,,경상북도 영천시 금호읍 오계리 881-4,N,N,N,N,N
62,20220062,357000723,금호읍,경상북도 영천시 금호읍 금창로 405,,N,N,N,N,N
63,20220063,357000724,금호읍,,경상북도 영천시 금호읍 오계리 402,N,N,N,N,N
64,20220064,357000726,금호읍,,경상북도 영천시 금호읍 오계리 401-1,N,N,N,N,N
65,20220065,357000727,금호읍,경상북도 영천시 금호읍 금창로 291,경상북도 영천시 금호읍 오계리 113-6,N,N,Y,N,N
66,20220066,357000728,금호읍,경상북도 영천시 금호읍 금창로 257,경상북도 영천시 금호읍 오계리 59-5,N,N,N,N,N
67,20220067,357000729,금호읍,경상북도 영천시 금호읍 금창로 235,경상북도 영천시 금호읍 오계리 42-2,N,N,N,N,N
68,20220068,357000730,금호읍,경상북도 영천시 금호읍 금창로 203,경상북도 영천시 금호읍 오계리 산5-1,N,N,N,N,N
69,20220069,357000745,금호읍,경상북도 영천시 금호읍 금창로 139,경상북도 영천시 금호읍 삼호리 60-4,N,N,N,N,N
70,20220070,357000746,금호읍,경상북도 영천시 금호읍 금창로 77,경상북도 영천시 금호읍 덕성리 26-2,N,N,N,N,N
71,20220071,357000747,금호읍,경상북도 영천시 금호읍 금창로 41,경상북도 영천시 금호읍 덕성리 92-2,N,N,N,N,N
72,20220072,357000773,금호읍,경상북도 영천시 금호읍 금창로 1,경상북도 영천시 금호읍 교대리 160-2,N,N,N,N,N
73,20220073,357000110,금호읍,경상북도 영천시 금호읍 금호로 107,경상북도 영천시 금호읍 교대리 640,Y,Y,Y,Y,N
74,20220074,357000111,금호읍,경상북도 영천시 금호읍 금호로 69,경상북도 영천시 금호읍 덕성리 254-3,Y,Y,Y,Y,N
75,20220075,357000691,대창면,,경상북도 영천시 대창면 대창리 1028,N,N,N,N,N
76,20220076,357000692,대창면,,경상북도 대창면 대창리 892-9,N,N,N,N,N
77,20220077,357000693,대창면,경상북도 영천시 대창면 선진길 43,경상북도 영천시 대창면 사리리 산20-1,N,N,N,N,N
78,20220078,357000694,대창면,,경상북도 영천시 대창면 대창리 산33-12,N,N,N,N,N
79,20220079,357000695,대창면,경상북도 영천시 대창면 금박로 931,경상북도 영천시 대창면 대창리 910-3,N,N,N,N,N
80,20220080,357000701,대창면,경상북도 영천시 대창면 장곡길 14,경상북도 영천시 대창면 구지리 1092,N,N,N,N,N
81,20220081,357000702,대창면,,경상북도 영천시 대창면 구지리 1020,N,N,N,N,N
82,20220082,357000703,대창면,,경상북도 영천시 대창면 구지리 산165,N,N,N,N,N
83,20220083,357000704,대창면,,경상북도 영천시 대창면 구지리 1245,N,N,N,N,N
84,20220084,357000705,대창면,,경상북도 영천시 대창면 구지리 산132-1,N,N,N,N,N
85,20220085,357000706,대창면,경상북도 영천시 대창면 장곡길 67,경상북도 영천시 대창면 구지리 1020,N,N,N,N,N
86,20220086,357000707,대창면,,경상북도 영천시 대창면 구지리 산230,N,N,N,N,N
87,20220087,357000697,대창면,,경상북도 영천시 대창면 사리리 216-3,N,N,N,N,N
88,20220088,357000698,대창면,,경상북도 영천시 대창면 사리리 833,N,N,N,N,N
89,20220089,357000699,대창면,경상북도 영천시 대창면 금박로 822,경상북도 영천시 대창면 사리리 274,N,N,Y,N,N
90,20220090,357000709,대창면,,경상북도 영천시 대창면 대창리 산35-2,N,N,N,N,N
91,20220091,357000710,대창면,,경상북도 영천시 대창면 대창리 1094,N,N,N,N,N
92,20220092,357000711,대창면,경상북도 영천시 대창면 금박로 1048,경상북도 영천시 대창면 대창리 1076-164,N,N,N,N,N
93,20220093,357000712,대창면,경상북도 영천시 대창면 용대로 1005,경상북도 영천시 대창면 구지리 6,N,N,N,N,N
94,20220094,357000713,대창면,경상북도 영천시 대창면 용대로 939,경상북도 영천시 대창면 구지리 171,N,N,N,N,N
95,20220095,357000714,대창면,경상북도 영천시 대창면 용대로 796,경상북도 영천시 대창면 구지리 631-2,N,N,N,N,N
96,20220096,357000715,대창면,경상북도 영천시 대창면 용대로 940,경상북도 영천시 대창면 구지리 146-1,N,N,N,N,N
97,20220097,357000716,대창면,경상북도 영천시 대창면 용대로 1006,경상북도 영천시 대창면 구지리 6-2,N,N,N,N,N
98,20220098,357000717,대창면,,경상북도 영천시 대창면 금박로 1048,N,N,N,N,N
99,20220099,357000657,대창면,,경상북도 영천시 대창면 조곡리 451-2,N,N,N,N,N
100,20220100,357000646,대창면,경상북도 영천시 대창면 조곡안길 52,경상북도 영천시 대창면 조곡리 1205,N,N,N,N,N
101,20220101,357000647,대창면,,경상북도 영천시 대창면 조곡리 724,N,N,N,N,N
102,20220102,357000648,대창면,경상북도 영천시 대창면 조곡안길 123-3,경상북도 영천시 대창면 조곡리 산153,N,N,Y,N,N
103,20220103,357000649,대창면,,경상북도 영천시 대창면 조곡리 724-1,N,N,N,N,N
104,20220104,357000650,대창면,경상북도 영천시 대창면 조곡안길 51,경상북도 영천시 대창면 조곡리 613-2,N,N,N,N,N
105,20220105,357000658,대창면,,경상북도 영천시 대창면 신광리 786-1,N,N,N,N,N
106,20220106,357000659,대창면,,경상북도 영천시 대창면 영지길 114,N,N,N,N,N
107,20220107,357000660,대창면,,경상북도 영천시 대창면 신광리 665-1,N,N,N,N,N
108,20220108,357000661,대창면,경상북도 영천시 대창면 계상길 2-2,경상북도 영천시 대창면 신광리 813-1,N,N,Y,N,N
109,20220109,357000662,대창면,,경상북도 영천시 대창면 용호리 934-4,N,N,N,N,N
110,20220110,357000663,대창면,,경상북도 영천시 대창면 용호리 974,N,N,N,N,N
111,20220111,357000664,대창면,,경상북도 영천시 대창면 용호리 553-2,N,N,N,N,N
112,20220112,357000665,대창면,,경상북도 영천시 대창면 용호리 512-2,N,N,N,N,N
113,20220113,357000667,대창면,경상북도 영천시 대창면 영지길 439,경상북도 영천시 대창면 용호리 24-1,N,N,N,N,N
114,20220114,357000669,대창면,,경상북도 영천시 대창면 용호리 977,N,N,N,N,N
115,20220115,357000670,대창면,,경상북도 영천시 대창면 용호리 553-2,N,N,N,N,N
116,20220116,357000671,대창면,,경상북도 영천시 대창면 용호리 714-1,N,N,N,N,N
117,20220117,357000672,대창면,,경상북도 영천시 대창면 용호리 933-1,N,N,N,N,N
118,20220118,357000673,대창면,,경상북도 영천시 대창면 신광리 364,N,N,N,N,N
119,20220119,357000674,대창면,경상북도 영천시 대창면 영지길 141,경상북도 영천시 대창면 신광리 661-2,N,N,N,N,N
120,20220120,357000675,대창면,경상북도 영천시 대창면 영지길 113,경상북도 영천시 대창면 신광리 685-4,N,N,Y,N,N
121,20220121,357000676,대창면,,경상북도 영천시 대창면 영지길 57,N,N,N,N,N
122,20220122,357000655,대창면,경상북도 영천시 대창면 칠백로 64,경상북도 영천시 대창면 대재리 577,N,N,Y,N,N
123,20220123,357000677,대창면,경상북도 영천시 대창면 칠백로 150,경상북도 영천시 대창면 대재리 73-2,N,N,N,N,N
124,20220124,357000678,대창면,경상북도 영천시 대창면 칠백로 188,경상북도 영천시 대창면 병암리 48-1,N,N,N,N,N
125,20220125,357000679,대창면,,경상북도 영천시 대창면 병암길 197,N,N,N,N,N
126,20220126,357000680,대창면,,경상북도 영천시 대창면 병암리 178-21,N,N,N,N,N
127,20220127,357000682,대창면,경상북도 영천시 대창면 병암길 115,경상북도 영천시 대창면 병암리 817,N,N,N,N,N
128,20220128,357000683,대창면,경상북도 영천시 대창면 병암길 78-5,경상북도 영천시 대창면 병암리 340-1,N,N,N,N,N
129,20220129,357000684,대창면,경상북도 영천시 대창면 병암길 78-6,경상북도 영천시 대창면 병암리 816-1,N,N,N,N,N
130,20220130,357000686,대창면,경상북도 영천시 대창면 병암길 126,경상북도 영천시 대창면 병암리 258-2,N,N,Y,N,N
131,20220131,357000687,대창면,,경상북도 영천시 대창면 병암리 258-1,N,N,N,N,N
132,20220132,357000688,대창면,,경상북도 영천시 대창면 병암리 산 48-2,N,N,N,N,N
133,20220133,357000689,대창면,경상북도 영천시 대창면 칠백로 189,경상북도 영천시 대창면 병암리 48-1,N,N,N,N,N
134,20220134,357000690,대창면,경상북도 영천시 대창면 칠백로 147,경상북도 영천시 대창면 대재리 74,N,N,N,N,N
135,20220135,357000654,대창면,경상북도 영천시 대창면 칠백로 57,경상북도 영천시 대창면 대재리 849,N,N,N,N,N
136,20220136,357001672,금호읍,,경상북도 영천시 금호읍 오계리 478-1,N,N,N,N,N
137,20220137,357000725,금호읍,경상북도 영천시 금호읍 사근달길 75-2,경상북도 영천시 금호읍 오계리 544-1,N,N,N,N,N
138,20220138,357001671,금호읍,,경상북도 영천시 금호읍 오계리 481-2,N,N,N,N,N
139,20220139,357000763,금호읍,,경상북도 영천시 금호읍 원기리 440-3,N,N,N,N,N
140,20220140,357000764,금호읍,,경상북도 영천시 금호읍 원기리 188-1,N,N,N,N,N
141,20220141,357000765,금호읍,,경상북도 영천시 금호읍 창산길 87,N,N,N,N,N
142,20220142,357000755,금호읍,,경상북도 영천시 금호읍 강정길 2,N,N,N,N,N
143,20220143,357000756,금호읍,,경상북도 영천시 금호읍 강정길 14,N,N,N,N,N
144,20220144,357000757,금호읍,,경상북도 영천시 금호읍 삼호리 940,N,N,N,N,N
145,20220145,357000758,금호읍,,경상북도 영천시 금호읍 남성길 83-3,N,N,N,N,N
146,20220146,357000759,금호읍,,경상북도 영천시 금호읍 삼호리 940,N,N,N,N,N
147,20220147,357000760,금호읍,경상북도 영천시 금호읍 강정길17,경상북도 영천시 금호읍 원기리 269-3,N,N,N,N,N
148,20220148,357000761,금호읍,,경상북도 영천시 금호읍 삼호리 720-1,N,N,N,N,N
149,20220149,357001669,금호읍,,경상북도 영천시 금호읍 삼호리 647,N,N,N,N,N
150,20220150,357000766,금호읍,,경상북도 영천시 금호읍 신대길 27,N,N,N,N,N
151,20220151,357000767,금호읍,경상북도 영천시 금호읍 대구대길 235,경상북도 영천시 금호읍 신대리 747-20,N,N,Y,N,N
152,20220152,357000768,금호읍,,경상북도 영천시 금호읍 신대리 602,N,N,N,N,N
153,20220153,357000769,금호읍,경상북도 영천시 금호읍 대구대길 175,,N,N,N,N,N
154,20220154,357000770,금호읍,,경상북도 영천시 금호읍 삼호리 389,N,N,N,N,N
155,20220155,357000771,금호읍,,경상북도 영천시 금호읍 대구대길 71,N,N,N,N,N
156,20220156,357000772,금호읍,,경상북도 영천시 금호읍 덕성리 95-17,N,N,N,N,N
157,20220157,357000748,금호읍,경상북도 영천시 금호읍 대구대길 4,경상북도 영천시 금호읍 덕성리 95-17,N,N,N,N,N
158,20220158,357000749,금호읍,,경상북도 영천시 금호읍 대구대길 74,N,N,N,N,N
159,20220159,357000750,금호읍,경상북도 영천시 금호읍 대구대길 114,경상북도 영천시 금호읍 삼호리 386-3,N,N,N,N,N
160,20220160,357000751,금호읍,경상북도 영천시 금호읍 대구대길 184,경상북도 영천시 금호읍 신대리 641,N,N,N,N,N
161,20220161,357000752,금호읍,,경상북도 영천시 금호읍 신대리 642-3,N,N,N,N,N
162,20220162,357000753,금호읍,,경상북도 영천시 금호읍 신대리 52-3,N,N,N,N,N
163,20220163,357000754,금호읍,,경상북도 영천시 금호읍 신대길 28,N,N,N,N,N
164,20220164,357001670,금호읍,,경상북도 영천시 금호읍 삼호리 649-1,N,N,N,N,N
165,20220165,357000762,금호읍,경상북도 영천시 금호읍 창산길 140,경상북도 영천시 금호읍 원기리 440-3,Y,N,Y,N,N
166,20220166,357001315,본촌동,,경상북도 영천시 본촌동 312-2,N,N,N,N,N
167,20220167,357001317,채신동,,경상북도 영천시 채신동 353-4,N,N,N,N,N
168,20220168,357001318,채신동,,경상북도 영천시 채신동 464-6,N,N,N,N,N
169,20220169,357001319,채신동,경상북도 영천시 채신길 32,,N,N,N,N,N
170,20220170,357001642,괴연동,,경상북도 영천시 괴연동 487-8,N,N,N,N,N
171,20220171,357001320,괴연동,,경상북도 영천시 괴연동 317-5,N,N,N,N,N
172,20220172,357001321,괴연동,,경상북도 영천시 괴연동 721,N,N,N,N,N
173,20220173,357000628,괴연동,경상북도 영천시 신성일로 357,,N,N,N,N,N
174,20220174,357001755,괴연동,경상북도 영천시 안골길 1,,N,N,Y,N,N
175,20220175,357001322,괴연동,,경상북도 영천시 괴연동 291-2,N,N,N,N,N
176,20220176,357001323,괴연동,,경상북도 영천시 괴연동 308-2,Y,N,Y,N,N
177,20220177,357001324,채신동,,경상북도 영천시 채신동 127-4,N,N,N,N,N
178,20220178,357001325,채신동,,경상북도 영천시 채신동 264-2,N,N,Y,N,N
179,20220179,357001326,채신동,,경상북도 영천시 채신동 545-3,N,N,Y,N,N
180,20220180,357001327,채신동,,경상북도 영천시 채신동 541-2,N,N,Y,N,N
181,20220181,357001328,본촌동,,경상북도 영천시 본촌동 766-24,N,N,Y,N,N
182,20220182,357001533,채신동,경상북도 영천시 영천산단로 347-7,경상북도 영천시 채신동 776,N,N,N,N,N
183,20220183,357001534,금호읍,경상북도 영천시 금호읍 영천산단로 376,경상북도 영천시 금호읍 구암리 1345,N,N,N,N,N
184,20220184,357001535,금호읍,경상북도 영천시 금호읍 영천산단로 108-29,경상북도 영천시 금호읍 구암리 1346,N,N,N,N,N
185,20220185,357001536,금호읍,경상북도 영천시 금호읍 채신2공단길 107,경상북도 영천시 금호읍 구암리 1350,N,N,N,N,N
186,20220186,357001537,금호읍,경상북도 영천시 금호읍 채신2공단길 77,경상북도 영천시 채신동 152-24,N,N,N,N,N
187,20220187,357001538,금호읍,경상북도 영천시 금호읍 채신2공단길 45,경상북도 영천시 채신동 143-10,N,N,N,N,N
188,20220188,357001766,금호읍,경상북도 영천시 금호읍 교대길 8,경상북도 영천시 금호읍 교대리 214-10,Y,N,Y,N,N
189,20220189,357001486,금호읍,경상북도 영천시 금호읍 교대길 30,경상북도 영천시 금호읍 교대리 104-3,N,N,N,N,N
190,20220190,357001228,청통면,경상북도 영천시 청통면 사일로 120,경상북도 영천시 청통면 대평리 1115-3,N,N,N,N,N
191,20220191,357001229,청통면,경상북도 영천시 청통면 사일로 140,경상북도 영천시 청통면 대평리 1144-24,N,N,N,N,N
192,20220192,357001230,청통면,,경상북도 영천시 청통면 대평리 산 53-2,N,N,N,N,N
193,20220193,357001231,청통면,경상북도 영천시 청통면 사일로 272,경상북도 영천시 청통면 대평리 1317-4,N,N,N,N,N
194,20220194,357010675,청통면,,경상북도 영천시 청통면 신덕리 산 70-1,N,N,N,N,N
195,20220195,357010673,청통면,,경상북도 영천시 청통면 죽정리 산 74-9,N,N,N,N,N
196,20220196,357010672,청통면,,경상북도 영천시 청통면 죽정리 337-2,N,N,N,N,N
197,20220197,357001179,청통면,경상북도 영천시 청통면 금송로 686,경상북도 영천시 청통면 송천리 22-1,N,N,N,N,N
198,20220198,357001181,청통면,경상북도 영천시 청통면 금송로 744,경상북도 영천시 청통면 송천리 778,N,N,N,N,N
199,20220199,357001182,청통면,경상북도 영천시 청통면 금송로 794,경상북도 영천시 청통면 송천리 111-2,N,N,N,N,N
200,20220200,357001175,청통면,경상북도 영천시 청통면 금송로 898,경상북도 영천시 청통면 원촌리 351-1,N,N,N,N,N
201,20220201,357001184,청통면,,경상북도 영천시 청통면 원촌리 522-5,N,N,N,N,N
202,20220202,357001185,청통면,경상북도 영천시 청통면 금송로 972,경상북도 영천시 청통면 치일리 18-7,Y,N,Y,Y,N
203,20220203,357001186,청통면,경상북도 영천시 청통면 금송로 1022,경상북도 영천시 청통면 신학리 580-17,Y,N,N,N,N
204,20220204,357001762,청통면,,경상북도 영천시 청통면 치일리 39-10,N,N,N,N,N
205,20220205,357001160,청통면,,경상북도 영천시 청통면 치일리 87-5,N,N,N,N,N
206,20220206,357001161,청통면,,경상북도 영천시 청통면 계포리 286-1,N,N,N,N,N
207,20220207,357001162,청통면,경상북도 영천시 청통면 청통로 774,경상북도 영천시 청통면 계포리 286,N,N,N,N,N
208,20220208,357001163,청통면,,경상북도 영천시 청통면 치일리 645-3,N,N,N,N,N
209,20220209,357001164,청통면,경상북도 영천시 청통면 청통로 854,경상북도 영천시 청통면 치일리 262-6,N,N,N,N,N
210,20220210,357001165,청통면,경상북도 영천시 청통면 청통로 891,경상북도 영천시 청통면 치일리 590-13,Y,Y,Y,N,N
211,20220211,357001166,청통면,경상북도 영천시 청통면 청통로 853,경상북도 영천시 청통면 치일리 262-6,N,N,N,N,N
212,20220212,357001167,청통면,경상북도 영천시 청통면 청통로 805,경상북도 영천시 청통면 치일리 31,N,N,N,N,N
213,20220213,357001168,청통면,경상북도 영천시 청통면 청통로 771,경상북도 영천시 청통면 치일리 34,N,N,N,N,N
214,20220214,357001169,청통면,경상북도 영천시 청통면 청통로 737,경상북도 영천시 청통면 계포리 294,N,N,N,N,N
215,20220215,357001148,청통면,,경상북도 영천시 청통면 계포리 247-10,N,N,N,N,N
216,20220216,357001764,청통면,경상북도 영천시 청통면 애련길 52,,N,N,N,N,N
217,20220217,357001149,청통면,경상북도 영천시 청통면 애련길 82,경상북도 영천시 청통면 애련리 158-3,N,N,N,N,N
218,20220218,357001590,청통면,경상북도 영천시 청통면 애련길 120,경상북도 영천시 청통면 애련리 171-1,N,N,N,N,N
219,20220219,357001765,청통면,,경상북도 영천시 청통면 애련리 257-2,N,N,N,N,N
220,20220220,357001150,청통면,경상북도 영천시 청통면 애련길 202,경상북도 영천시 청통면 애련리 67-3,N,N,N,N,N
221,20220221,357001151,청통면,경상북도 영천시 청통면 애련길 224,경상북도 영천시 청통면 애련리 51-7,N,N,N,N,N
222,20220222,357001152,청통면,경상북도 영천시 청통면 애련길 246,경상북도 영천시 청통면 애련리 734,N,N,N,N,N
223,20220223,357001153,청통면,,경상북도 영천시 청통면 애련리 415-2,N,N,N,N,N
224,20220224,357001154,청통면,경상북도 영천시 청통면 애련길 243,경상북도 영천시 청통면 애련리 471-2,N,N,N,N,N
225,20220225,357001155,청통면,,경상북도 영천시 청통면 애련리 721,N,N,N,N,N
226,20220226,357001156,청통면,경상북도 영천시 청통면 애련길 203,경상북도 영천시 청통면 애련리 720,N,N,N,N,N
227,20220227,357001157,청통면,경상북도 영천시 청통면 애련길 187,경상북도 영천시 청통면 애련리 720,N,N,N,N,N
228,20220228,357001591,청통면,,경상북도 영천시 청통면 애련리 707-1,N,N,N,N,N
229,20220229,357001158,청통면,,경상북도 영천시 청통면 애련리 158-1,N,N,N,N,N
230,20220230,357001763,청통면,경상북도 영천시 청통면 애련길 49,,N,N,N,N,N
231,20220231,357001159,청통면,경상북도 영천시 청통면 애련길 25,경상북도 영천시 청통면 계포리 247-6,N,N,N,N,N
232,20220232,357001172,청통면,경상북도 영천시 청통면 금송로 1019,경상북도 영천시 청통면 치일리 579-4,Y,N,N,N,N
233,20220233,357001173,청통면,경상북도 영천시 청통면 금송로 971,경상북도 영천시 청통면 치일리 19-8,Y,Y,Y,N,N
234,20220234,357001174,청통면,경상북도 영천시 청통면 금송로 945,경상북도 영천시 청통면 원촌리 247-11,N,N,N,N,N
235,20220235,357001183,청통면,경상북도 영천시 청통면 금송로 897,경상북도 영천시 청통면 원촌리 352-1,N,N,N,N,N
236,20220236,357001176,청통면,경상북도 영천시 청통면 금송로 791,,N,N,N,N,N
237,20220237,357001177,청통면,경상북도 영천시 청통면 금송로 733,경상북도 영천시 청통면 송천리 85-1,N,N,N,N,N
238,20220238,357001178,청통면,경상북도 영천시 청통면 금송로 691,,N,N,N,N,N
239,20220239,357010671,청통면,,경상북도 영천시 청통면 죽정리 337-3,N,N,N,N,N
240,20220240,357010674,청통면,,경상북도 영천시 청통면 죽정리 산 108,N,N,N,N,N
241,20220241,357010676,청통면,,경상북도 영천시 청통면 신덕리 786-4,N,N,N,N,N
242,20220242,357001232,청통면,경상북도 영천시 청통면 사일로 372,경상북도 영천시 청통면 대평리 694-2,N,N,N,N,N
243,20220243,357001233,청통면,경상북도 영천시 청통면 성골길 22,경상북도 영천시 청통면 대평리 406-2,N,N,N,N,N
244,20220244,357001234,청통면,경상북도 영천시 청통면 성골길 52,경상북도 영천시 청통면 대평리 1331,N,N,N,N,N
245,20220245,357001236,청통면,경상북도 영천시 청통면 성골길 53,경상북도 영천시 청통면 대평리 444-2,N,N,N,N,N
246,20220246,357001237,청통면,,경상북도 영천시 청통면 대평리 405-3,N,N,N,N,N
247,20220247,357001238,청통면,,경상북도 영천시 청통면 신덕리 196-1,N,N,N,N,N
248,20220248,357001239,청통면,경상북도 영천시 청통면 사일로 490,,N,N,N,N,N
249,20220249,357001240,청통면,,경상북도 영천시 청통면 우천리 1468,N,N,N,N,N
250,20220250,357001241,청통면,경상북도 영천시 청통면 사일로 616,경상북도 영천시 청통면 우천리 1104-2,N,N,N,N,N
